id,batch_id,tanggal,pic,tempat_produksi,varian_produksi,lokasi_gudang,expired_date,timestamp,updated_at
1,1,2025-11-28,Alya,Bandung,Matcha,Jatinangor,2026-05-27,2025-11-28 14:25:03,2025-11-28 14:25:03
