id,batch_id,tanggal,pic,tempat_produksi,varian_produksi,lokasi_gudang,expired_date,timestamp,updated_at
1,021102,2025-11-28,Faqih,Jakarta,Americano,Pegangsaan Timur,2025-12-24,2025-11-28 08:34:17,2025-11-28 08:34:17
