id,batch_id,tanggal,pic,tempat_produksi,varian_produksi,lokasi_gudang,expired_date,timestamp,updated_at
1,1,2025-11-28,Intan,Bandung,Matcha Latte,Bandung,2025-12-03,2025-11-28 16:32:51,2025-11-28 16:32:51
